,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE_x,VOLUME_x,Averageclose_x,Averagevolume_x,CLOSE_y,VOLUME_y,Averageclose_y,Averagevolume_y,CLOSE,VOLUME,Averageclose,Averagevolume
2017-09-11,3820.0,209958.0,3832.6,172660.4,3994.0,500356.0,4039.0,460346.0,16680.0,72794.0,16434.0,55356.0,285.95,3958.0,286.8600000000003,3888.4,1688.0,437106.0,1704.6,488882.0,15630.0,300136.0,15753.0,270053.6,1985.0,164162.0,2012.8,236490.8,51800.0,22142.0,52884.0,17748.0,23210.0,15894.0,23285.0,7512.8,1379.0,155416.0,1386.4,203987.2,4161.0,861170.0,4217.8,1090957.2,533.5,3225912.0,547.9,3318053.6,6533.6,1136.0,6457.359999999999,794.8,3813.8,1545.0,3811.5999999999985,1183.0,2690.2,834.0,2711.2799999999997,693.0,2414.5,615226.0,2367.4,510964.4,4194.0,223926.0,4208.6,255522.0,1439.0,624074.0,1412.8,548104.4,10020.0,446342.0,10196.0,448145.2,2725.0,857258.0,2729.6,965367.6,2866.0,1085306.0,2901.8,1159024.0,92270.0,20512.0,95258.0,12086.0,6942.0,235284.0,6980.4,190500.8,5650.0,944312.0,5562.8,658540.0,9166.0,318842.0,9351.2,380840.4,2172.0,386886.0,2174.8,514800.8,16665.0,726502.0,17164.0,815091.2,7304.0,144410.0,7218.0,137632.0,144650.0,16992.0,145280.0,15722.4,6152.0,433538.0,6233.4,508214.0,95.11,90.0,94.899,112.0,5262.0,775688.0,5307.2,940622.0,97.755,27.0,97.6079999999999,34.0,7550.0,451948.0,7683.0,400303.2,6388.0,573664.0,6375.6,455181.6,649.8,381912.0,639.4799999999999,206606.8,24650.0,21138.0,24856.0,20832.8
2017-09-12,3809.0,117140.0,3824.0,173738.8,3989.0,321286.0,4025.0,458469.6,16790.0,75032.0,16457.0,62531.2,284.45,3084.0,286.33000000000027,4050.8,1691.0,359724.0,1700.0,497445.2,15640.0,121790.0,15699.0,236514.0,1982.0,245810.0,2003.4,250791.6,51990.0,12084.0,52482.0,18488.0,23225.0,2178.0,23231.0,6749.6,1390.0,188578.0,1384.0,203197.6,4177.0,962154.0,4185.6,1077569.6,548.0,3412948.0,542.3,3436711.2,6522.0,1030.0,6474.439999999998,857.8,3822.6,1570.0,3809.7999999999984,1305.6,2708.8,932.0,2704.2799999999997,746.4,2468.0,428536.0,2400.0,512855.2,4193.0,193320.0,4198.4,240519.6,1466.0,507850.0,1421.1,546514.8,10180.0,425644.0,10144.0,459354.4,2722.0,749448.0,2728.6,967436.4,2957.0,1492670.0,2905.4,1260846.8,93220.0,18170.0,94334.0,14349.6,6914.0,131698.0,6953.6,181210.4,5662.0,543842.0,5582.0,657701.2,9380.0,472890.0,9305.2,402882.0,2166.0,407688.0,2174.0,511829.2,16750.0,572112.0,17047.0,806126.0,7442.0,116204.0,7269.6,138320.8,145060.0,12872.0,144966.0,15396.4,6161.0,315344.0,6193.0,509769.6,95.19,115.0,95.02,108.4,5300.0,830366.0,5291.6,923978.8,97.71,36.0,97.70699999999991,35.4,7665.0,367166.0,7640.0,411475.6,6350.0,410228.0,6366.0,463322.8,658.8,287252.0,643.68,240476.0,24940.0,19100.0,24669.0,21870.4
2017-09-13,3824.0,152498.0,3822.2,169677.2,3987.0,232620.0,4011.6,401444.4,16745.0,47694.0,16501.0,64526.0,284.9,2658.0,285.8200000000003,3902.0,1692.0,559214.0,1695.4,518099.6,15500.0,235326.0,15634.0,221517.6,1964.0,288788.0,1990.6,257264.4,51240.0,13922.0,52028.0,18984.0,23155.0,3018.0,23193.0,6137.6,1377.0,155858.0,1380.2,187608.4,4119.0,905418.0,4165.0,1007046.0,534.0,3077162.0,539.1,3329537.2,6564.8,1028.0,6494.079999999999,940.2,3823.0,1205.0,3810.6399999999985,1295.4,2705.0,640.0,2700.7999999999997,707.2,2429.0,353040.0,2417.8,480226.8,4152.0,244986.0,4174.2,244288.8,1428.5,439186.0,1428.0,540962.4,9935.0,511604.0,10074.0,462318.0,2690.0,1789078.0,2719.2,1106930.4,2894.0,1100304.0,2897.8,1204572.0,93510.0,15726.0,93830.0,15642.0,6868.0,203140.0,6926.0,187880.8,5690.0,724178.0,5608.8,682113.2,9081.0,531066.0,9236.0,422787.6,2123.0,986520.0,2163.2,598431.6,16775.0,758170.0,16888.0,781273.2,7410.0,133340.0,7319.6,148881.2,145150.0,10368.0,144896.0,14428.0,6140.0,547950.0,6164.4,496641.6,95.105,224.0,95.11399999999999,131.4,5244.0,1423754.0,5277.2,960774.8,97.7,222.0,97.73699999999991,70.0,7345.0,563038.0,7546.0,458440.8,6332.0,713260.0,6355.6,523929.6,652.4,241528.0,647.56,263175.2,24630.0,16954.0,24632.0,19866.8
2017-09-14,3821.0,172352.0,3822.8,167501.6,3973.0,315414.0,3999.2,390799.6,16750.0,49020.0,16593.0,61436.0,284.45,3936.0,285.3900000000003,3772.0,1702.0,1062516.0,1692.0,663660.8,15360.0,154516.0,15538.0,215890.4,1971.0,326758.0,1977.6,292227.6,50610.0,21390.0,51538.0,20765.6,23085.0,1432.0,23151.0,5609.2,1403.0,356056.0,1384.6,211212.0,4078.0,1257662.0,4137.2,1054729.6,510.0,3510428.0,532.0,3373316.0,6558.2,1214.0,6519.959999999998,1070.4,3805.4,1569.0,3812.119999999999,1361.6,2687.6,829.0,2697.8399999999997,758.0,2374.5,488778.0,2417.6,488779.2,4193.0,208996.0,4177.0,214716.8,1401.0,464366.0,1428.6,525360.4,9765.0,433594.0,9995.0,452552.8,2713.0,966532.0,2713.4,1111492.0,2856.0,1280724.0,2890.8,1213820.8,89510.0,18628.0,92426.0,17459.2,6934.0,166424.0,6912.0,193249.6,5808.0,784166.0,5662.8,719943.2,8906.0,444756.0,9155.2,426501.6,2146.0,471810.0,2154.0,576296.4,16420.0,779666.0,16674.0,785815.2,7264.0,196594.0,7331.2,163304.4,144370.0,16908.0,144786.0,15052.0,6192.0,525118.0,6158.6,495106.8,95.48,327.0,95.21199999999999,173.8,5260.0,751768.0,5269.6,924199.2,97.86,39.0,97.7719999999999,73.0,7275.0,402750.0,7476.0,438094.8,6410.0,514298.0,6360.0,544710.0,658.4,266078.0,652.0799999999999,282809.2,24360.0,19320.0,24578.0,19987.6
2017-09-15,3814.0,124146.0,3817.6,155218.8,3979.0,250216.0,3984.4,323978.4,16400.0,62394.0,16673.0,61386.8,285.85,4426.0,285.1200000000003,3612.4,1691.0,472030.0,1692.8,578118.0,15305.0,129550.0,15487.0,188263.6,1965.0,151458.0,1973.4,235395.2,50600.0,26804.0,51248.0,19268.4,23050.0,1498.0,23145.0,4804.0,1360.0,336036.0,1381.8,238388.8,4065.0,926212.0,4120.0,982523.2,508.0,2447232.0,526.7,3134736.4,6525.6,958.0,6540.839999999998,1073.2,3807.0,1356.0,3814.359999999999,1449.0,2692.6,755.0,2696.8399999999997,798.0,2279.0,462094.0,2393.0,469534.8,4179.0,234328.0,4182.2,221111.2,1315.5,611826.0,1410.0,529460.4,9750.0,419642.0,9930.0,447365.2,2738.0,1386540.0,2717.6,1149771.2,2805.0,1338924.0,2875.6,1259585.6,88850.0,16292.0,91472.0,17865.6,6954.0,207576.0,6922.4,188824.4,5784.0,589044.0,5718.8,717108.4,8885.0,406666.0,9083.6,434844.0,2159.0,586120.0,2153.2,567804.8,15725.0,956858.0,16467.0,758661.6,7290.0,133102.0,7342.0,144730.0,142900.0,16592.0,144426.0,14746.4,6184.0,379308.0,6165.8,440251.6,95.455,99.0,95.268,171.0,5256.0,1033364.0,5264.4,962988.0,97.84,39.0,97.7729999999999,72.6,7140.0,458612.0,7395.0,448702.8,6410.0,445806.0,6378.0,531451.2,651.4,359450.0,654.16,307244.0,24305.0,21108.0,24577.0,19524.0
2017-09-18,3813.0,110776.0,3816.2,135382.4,3968.0,390988.0,3979.2,302104.8,16550.0,55084.0,16647.0,57844.8,283.3,3514.0,284.59000000000026,3523.6,1692.0,314486.0,1693.6,553594.0,15335.0,115654.0,15428.0,151367.2,1966.0,187392.0,1969.6,240041.2,50900.0,25366.0,51068.0,19913.2,23080.0,1904.0,23119.0,2006.0,1349.0,284034.0,1375.8,264112.4,4046.0,941078.0,4097.0,998504.8,511.5,3118512.0,522.3,3113256.4,6606.6,951.0,6555.44,1036.2,3846.0,1367.0,3820.7999999999993,1413.4,2706.0,666.0,2700.0,764.4,2185.5,608090.0,2347.2,468107.6,4079.0,271126.0,4159.2,230551.2,1280.5,614688.0,1378.3,527583.2,9790.0,511100.0,9884.0,460316.8,2741.0,1158322.0,2720.8,1209984.0,2795.0,1153690.0,2861.4,1273262.4,89540.0,18678.0,90926.0,17498.8,6876.0,191126.0,6909.2,179992.8,5744.0,460988.0,5737.6,620443.6,8913.0,492438.0,9033.0,469563.2,2172.0,499770.0,2153.2,590381.6,15210.0,853950.0,16176.0,784151.2,7506.0,280500.0,7382.4,171948.0,144300.0,13812.0,144356.0,14110.4,6181.0,501236.0,6171.6,453791.2,95.225,192.0,95.29099999999998,191.4,5248.0,1039870.0,5261.6,1015824.4,97.635,74.0,97.74899999999991,82.0,7165.0,400300.0,7318.0,438373.2,6354.0,405732.0,6371.2,497864.8,645.0,548062.0,653.2,340474.0,24895.0,35326.0,24626.0,22361.6
2017-09-19,3810.0,94122.0,3816.4,130778.8,3919.0,474574.0,3965.2,332762.4,16670.0,65738.0,16623.0,55986.0,283.55,5570.0,284.41000000000025,4020.8,1696.0,345334.0,1694.6,550716.0,15360.0,80806.0,15372.0,143170.4,1971.0,132188.0,1967.4,217316.8,50950.0,18732.0,50860.0,21242.8,23095.0,1962.0,23093.0,1962.8,1338.0,147804.0,1365.4,255957.6,3982.0,698594.0,4058.0,945792.8,498.0,2421080.0,512.3,2914882.8,6542.0,778.0,6559.44,985.8,3816.0,2130.0,3819.4799999999996,1525.4,2692.4,886.0,2696.72,755.2,2177.0,345808.0,2289.0,451562.0,4049.0,137510.0,4130.4,219389.2,1274.5,417202.0,1340.0,509453.6,9670.0,348114.0,9782.0,444810.8,2730.0,1284218.0,2722.4,1316938.0,2769.0,890384.0,2823.8,1152805.2,88240.0,19862.0,89930.0,17837.2,6846.0,121138.0,6895.6,177880.8,5760.0,467298.0,5757.2,605134.8,8757.0,410164.0,8908.4,457018.0,2157.0,385438.0,2151.4,585931.6,14960.0,616980.0,15818.0,793124.8,7464.0,326310.0,7386.8,213969.2,145270.0,14156.0,144398.0,14367.2,6143.0,572188.0,6168.0,505160.0,95.295,84.0,95.31199999999998,185.2,5282.0,1021514.0,5258.0,1054054.0,97.75,62.0,97.75699999999992,87.2,7005.0,369878.0,7186.0,438915.6,6332.0,341018.0,6367.6,484022.8,660.8,484926.0,653.6,380008.8,25040.0,28538.0,24646.0,24249.2
2017-09-20,3805.0,144346.0,3812.6,129148.4,3924.0,213514.0,3952.6,328941.2,17180.0,125894.0,16710.0,71626.0,283.8,1668.0,284.1900000000002,3822.8,1696.0,493578.0,1695.4,537588.8,15630.0,172004.0,15398.0,130506.0,1971.0,258446.0,1968.8,211248.4,51040.0,15506.0,50820.0,21559.6,23385.0,3342.0,23139.0,2027.6,1346.0,138336.0,1359.2,252453.2,3993.0,802262.0,4032.8,925161.6,492.5,2650204.0,504.0,2829491.2,6618.2,680.0,6570.119999999998,916.2,3837.4,918.0,3822.3599999999997,1468.0,2689.8,762.0,2693.6799999999994,779.6,2197.0,543772.0,2242.6,489708.4,4081.0,118220.0,4116.2,194036.0,1309.5,540842.0,1316.2,529784.8,9730.0,419062.0,9741.0,426302.4,2730.0,721788.0,2730.4,1103480.0,2803.0,1009046.0,2805.6,1134553.6,90720.0,18702.0,89372.0,18432.4,6870.0,124016.0,6896.0,162056.0,5720.0,490428.0,5763.2,558384.8,8848.0,460256.0,8861.8,442856.0,2162.0,310862.0,2159.2,450800.0,15085.0,665654.0,15480.0,774621.6,7394.0,217006.0,7383.6,230702.4,146220.0,13742.0,144612.0,15042.0,6160.0,324560.0,6172.0,460482.0,95.215,137.0,95.33399999999997,167.8,5320.0,1013384.0,5273.2,971980.0,97.675,51.0,97.75199999999992,53.0,6940.0,420004.0,7105.0,410308.8,6324.0,344534.0,6366.0,410277.6,659.6,349958.0,655.04,401694.8,25295.0,32236.0,24779.0,27305.6
2017-09-21,3790.0,96056.0,3806.4,113889.2,3867.0,451872.0,3931.4,356232.8,16970.0,122676.0,16754.0,86357.2,281.25,3776.0,283.55000000000024,3790.8,1709.0,543116.0,1696.8,433708.8,15415.0,131572.0,15409.0,125917.2,1987.0,229450.0,1972.0,191786.8,50340.0,23158.0,50766.0,21913.2,23210.0,1426.0,23164.0,2026.4,1338.0,187414.0,1346.2,218724.8,3890.0,1065582.0,3995.2,886745.6,472.0,3334156.0,496.4,2794236.8,6535.0,1040.0,6565.479999999999,881.4,3828.0,1026.0,3826.8799999999997,1359.4,2699.4,620.0,2696.0399999999995,737.8,2086.0,533580.0,2184.9,498668.8,4171.0,401114.0,4111.8,232459.6,1219.0,666042.0,1279.8,570120.0,9520.0,444992.0,9692.0,428582.0,2741.0,915492.0,2736.0,1093272.0,2680.0,1451618.0,2770.4,1168732.4,88830.0,23500.0,89236.0,19406.8,6842.0,121026.0,6877.6,152976.4,5666.0,591308.0,5734.8,519813.2,8610.0,470834.0,8802.6,448071.6,2184.0,581714.0,2166.8,472780.8,14515.0,947200.0,15099.0,808128.4,6998.0,326394.0,7330.4,256662.4,144770.0,17334.0,144692.0,15127.2,6135.0,479692.0,6160.6,451396.8,95.12,213.0,95.26199999999997,145.0,5268.0,1135658.0,5274.8,1048758.0,97.585,104.0,97.69699999999992,66.0,6765.0,432614.0,7003.0,416281.6,6276.0,388122.0,6339.2,385042.4,634.8,767306.0,650.3199999999999,501940.4,24900.0,32446.0,24887.0,29930.8
2017-09-22,3828.0,174910.0,3809.2,124042.0,3866.0,309744.0,3908.8,368138.4,16585.0,161234.0,16791.0,106125.2,281.5,4712.0,282.6800000000002,3848.0,1716.0,1002200.0,1701.8,539742.8,15405.0,175936.0,15429.0,135194.4,2010.0,454596.0,1981.0,252414.4,49830.0,34558.0,50612.0,23464.0,23155.0,1880.0,23185.0,2102.8,1336.0,211240.0,1341.4,193765.6,3765.0,849046.0,3935.2,871312.4,466.5,2355756.0,488.1,2775941.6,6470.0,944.0,6554.359999999999,878.6,3817.0,1281.0,3828.8799999999997,1344.4,2696.8,556.0,2696.879999999999,698.0,2032.0,406738.0,2135.5,487597.6,4177.0,252812.0,4111.4,236156.4,1210.5,490796.0,1258.8,545914.0,9540.0,380308.0,9650.0,420715.2,2790.0,1811852.0,2746.4,1178334.4,2687.0,1017068.0,2746.8,1104361.2,84490.0,40632.0,88364.0,24274.8,6818.0,135996.0,6850.4,138660.4,5628.0,431190.0,5703.6,488242.4,8662.0,381666.0,8758.0,443071.6,2248.0,1220566.0,2184.6,599670.0,14565.0,689214.0,14867.0,754599.6,6676.0,311548.0,7207.6,292351.6,144200.0,18858.0,144952.0,15580.4,6155.0,264906.0,6154.8,428516.4,95.245,152.0,95.21999999999997,155.6,5310.0,1228260.0,5285.6,1087737.2,97.71,28.0,97.6709999999999,63.8,6755.0,325788.0,6926.0,389716.8,6232.0,444062.0,6303.6,384693.6,628.0,542050.0,645.64,538460.4,24360.0,49394.0,24898.0,35588.0
2017-09-25,3825.0,103168.0,3811.6,122520.4,3862.0,236762.0,3887.6,337293.2,16580.0,101384.0,16797.0,115385.2,281.15,4946.0,282.2500000000002,4134.4,1713.0,411604.0,1706.0,559166.4,15475.0,114742.0,15457.0,135012.0,2003.0,197612.0,1988.4,254458.4,50440.0,27578.0,50520.0,23906.4,23235.0,974.0,23216.0,1916.8,1350.0,314628.0,1341.6,199884.4,3820.0,757126.0,3890.0,834522.0,468.0,2557130.0,479.4,2663665.2,6369.6,907.0,6506.959999999999,869.8,3790.0,1006.0,3817.6799999999994,1272.2,2693.2,519.0,2694.319999999999,668.6,2012.5,599836.0,2100.9,485946.8,4089.0,246026.0,4113.4,231136.4,1175.0,694354.0,1237.7,561847.2,9590.0,419526.0,9610.0,402400.4,2809.0,1371604.0,2760.0,1220990.8,2683.0,1253896.0,2724.4,1124402.4,84750.0,40626.0,87406.0,28664.4,6694.0,213184.0,6814.0,143072.0,5592.0,517390.0,5673.2,499522.8,8783.0,555076.0,8732.0,455599.2,2258.0,742718.0,2201.8,648259.6,14580.0,535508.0,14741.0,690911.2,6596.0,267738.0,7025.6,289799.2,145350.0,19596.0,145162.0,16737.2,6148.0,344648.0,6148.2,397198.8,95.405,128.0,95.25599999999997,142.8,5334.0,1377694.0,5302.8,1155302.0,97.82,65.0,97.7079999999999,62.0,6765.0,385076.0,6846.0,386672.0,6174.0,423306.0,6267.6,388208.4,632.2,680168.0,643.0799999999999,564881.6,24860.0,55870.0,24891.0,39696.8
2017-09-26,3826.0,111156.0,3814.8,125927.2,3918.0,512582.0,3887.4,344894.8,16710.0,79396.0,16805.0,118116.8,285.2,6268.0,282.58000000000027,4274.0,1723.0,768198.0,1711.4,643739.2,15615.0,152206.0,15508.0,149292.0,2007.0,244308.0,1995.6,276882.4,50820.0,19410.0,50494.0,24042.0,23320.0,1508.0,23261.0,1826.0,1327.0,209206.0,1339.4,212164.8,3846.0,621426.0,3862.8,819088.4,464.5,2260414.0,472.7,2631532.0,6415.2,567.0,6481.5999999999985,827.6,3803.4,732.0,3815.16,992.6,2700.0,497.0,2695.8399999999992,590.8,1995.5,438276.0,2064.6,504440.4,4120.0,170516.0,4127.6,237737.6,1161.5,580102.0,1215.1,594427.2,9670.0,361064.0,9610.0,404990.4,2787.0,872936.0,2771.4,1138734.4,2695.0,949058.0,2709.6,1136137.2,85220.0,28634.0,86802.0,30418.8,6678.0,112488.0,6780.4,141342.0,5606.0,306022.0,5642.4,467267.6,8843.0,415396.0,8749.2,456645.6,2244.0,508612.0,2219.2,672894.4,14625.0,562254.0,14674.0,679966.0,6662.0,227846.0,6865.2,270106.4,147200.0,16312.0,145548.0,17168.4,6142.0,364484.0,6148.0,355658.0,95.385,41.0,95.27399999999997,134.2,5318.0,829082.0,5310.0,1116815.6,97.84,24.0,97.72599999999991,54.4,6855.0,297104.0,6816.0,372117.2,6180.0,216712.0,6237.2,363347.2,633.6,420892.0,637.64,552074.8,25270.0,51402.0,24937.0,44269.6
2017-09-27,3839.0,94966.0,3821.6,116051.2,3884.0,315432.0,3879.4,365278.4,16675.0,76284.0,16704.0,108194.8,282.75,3930.0,282.37000000000023,4726.4,1714.0,543920.0,1715.0,653807.6,15340.0,174852.0,15450.0,149861.6,2008.0,271312.0,2003.0,279455.6,50700.0,24332.0,50426.0,25807.2,23105.0,1778.0,23205.0,1513.2,1333.0,146992.0,1336.8,213896.0,3919.0,859646.0,3848.0,830565.2,473.0,2859694.0,468.8,2673430.0,6499.8,568.0,6457.919999999999,805.2,3810.6,784.0,3809.7999999999993,965.8,2682.6,684.0,2694.399999999999,575.2,1984.0,454716.0,2022.0,486629.2,4117.0,196066.0,4134.8,253306.8,1173.5,536716.0,1187.9,593602.0,9665.0,251388.0,9597.0,371455.6,2783.0,763092.0,2782.0,1146995.2,2700.0,943076.0,2689.0,1122943.2,85380.0,35848.0,85734.0,33848.0,6672.0,126730.0,6740.8,141884.8,5638.0,398952.0,5626.0,448972.4,8903.0,334774.0,8760.2,431549.2,2243.0,481808.0,2235.4,707083.6,14655.0,446130.0,14588.0,636061.2,6678.0,128384.0,6722.0,252382.0,147260.0,13112.0,145756.0,17042.4,6121.0,537626.0,6140.2,398271.2,95.41,207.0,95.31299999999996,148.2,5308.0,683994.0,5307.6,1050937.6,97.855,43.0,97.76199999999992,52.8,6830.0,204156.0,6794.0,328947.6,6166.0,327324.0,6205.6,359905.2,640.8,394968.0,633.88,561076.8,25520.0,58598.0,24982.0,49542.0
2017-09-28,3829.0,136420.0,3829.4,124124.0,3864.0,288290.0,3878.8,332562.0,16490.0,81694.0,16608.0,99998.4,281.35,6502.0,282.3900000000002,5271.6,1694.0,764198.0,1712.0,698024.0,15090.0,204816.0,15385.0,164510.4,1974.0,367466.0,2000.4,307058.8,50750.0,26074.0,50508.0,26390.4,22900.0,1928.0,23143.0,1613.6,1322.0,167144.0,1333.6,209842.0,3880.0,1037750.0,3846.0,824998.8,451.0,3306600.0,464.6,2667918.8,6492.0,507.0,6449.319999999998,698.6,3821.2,713.0,3808.4399999999996,903.2,2687.2,569.0,2691.9599999999996,565.0,1875.0,605406.0,1979.8,500994.4,4169.0,280342.0,4134.4,229152.4,1124.0,691380.0,1168.9,598669.6,9450.0,614288.0,9583.0,405314.8,2762.0,931008.0,2786.2,1150098.4,2649.0,1186812.0,2682.8,1069982.0,83680.0,50468.0,84704.0,39241.6,6566.0,189362.0,6685.6,155552.0,5494.0,753768.0,5591.6,481464.4,8661.0,642302.0,8770.4,465842.8,2220.0,578416.0,2242.6,706424.0,13605.0,644526.0,14406.0,575526.4,6614.0,161448.0,6645.2,219392.8,146320.0,12634.0,146066.0,16102.4,6086.0,382380.0,6130.4,378808.8,95.5,154.0,95.38899999999997,136.4,5118.0,1901750.0,5277.6,1204156.0,97.95,34.0,97.83499999999991,38.8,6620.0,380936.0,6765.0,318612.0,6074.0,444316.0,6165.2,371144.0,643.0,519282.0,635.5200000000001,511472.0,25300.0,49094.0,25062.0,52871.6
2017-09-29,3821.0,95326.0,3828.0,108207.2,3874.0,210862.0,3880.4,312785.6,16515.0,70374.0,16594.0,81826.4,282.65,2882.0,282.62000000000023,4905.6,1693.0,353320.0,1707.4,568248.0,15100.0,104974.0,15324.0,150318.0,1976.0,163952.0,1993.6,248930.0,51950.0,49264.0,50932.0,29331.6,22920.0,1072.0,23096.0,1452.0,1312.0,140764.0,1328.8,195746.8,3978.0,952792.0,3888.6,845748.0,454.5,2215878.0,462.2,2639943.2,6539.0,676.0,6463.119999999998,645.0,3837.6,1245.0,3812.559999999999,896.0,2700.0,635.0,2692.5999999999995,580.8,1945.0,498060.0,1962.4,519258.8,4185.0,169974.0,4136.0,212584.8,1133.5,579322.0,1153.5,616374.8,9510.0,254664.0,9577.0,380186.0,2729.0,1177762.0,2774.0,1023280.4,2718.0,904360.0,2689.0,1047440.4,85050.0,44060.0,84816.0,39927.2,6606.0,123800.0,6643.2,153112.8,5524.0,356540.0,5570.8,466534.4,8858.0,329084.0,8809.6,455326.4,2174.0,702100.0,2227.8,602730.8,13495.0,908032.0,14192.0,619290.0,6640.0,85274.0,6638.0,174138.0,146840.0,9678.0,146594.0,14266.4,6117.0,245188.0,6122.8,374865.2,95.45,133.0,95.42999999999998,132.6,5146.0,631044.0,5244.8,1084712.8,97.91,21.0,97.87499999999991,37.4,6690.0,187202.0,6752.0,290894.8,6088.0,289670.0,6136.4,340265.6,644.2,803076.0,638.76,563677.2,25680.0,59174.0,25326.0,54827.6
2017-10-09,3827.0,137090.0,3828.4,114991.6,3895.0,257192.0,3887.0,316871.6,16755.0,71776.0,16629.0,75904.8,280.4,6408.0,282.47000000000025,5198.0,1666.0,796326.0,1698.0,645192.4,15080.0,91572.0,15245.0,145684.0,1940.0,293410.0,1981.0,268089.6,52180.0,28632.0,51280.0,29542.4,22960.0,582.0,23041.0,1373.6,1304.0,162300.0,1319.6,165281.2,4007.0,662000.0,3926.0,826722.8,442.5,1771252.0,457.1,2482767.6,6634.0,837.0,6515.999999999998,631.0,3887.2,1670.0,3831.999999999999,1028.8,2716.6,1071.0,2697.2799999999997,691.2,1884.0,340090.0,1936.7,467309.6,4198.0,190336.0,4157.8,201446.8,1091.0,381848.0,1136.7,553873.6,9515.0,380440.0,9562.0,372368.8,2782.0,705360.0,2768.6,890031.6,2739.0,604068.0,2700.2,917474.8,87650.0,39008.0,85396.0,39603.6,6618.0,68476.0,6628.0,124171.2,5582.0,289002.0,5568.8,420856.8,8784.0,493860.0,8809.8,443083.2,2213.0,280676.0,2218.8,510322.4,13350.0,414786.0,13946.0,595145.6,6496.0,159304.0,6618.0,152451.2,148300.0,11256.0,147184.0,12598.4,6034.0,284060.0,6100.0,362747.6,95.185,637.0,95.38599999999997,234.4,5138.0,532748.0,5205.6,915723.6,97.81,24.0,97.87299999999992,29.2,6450.0,388798.0,6689.0,291639.2,6110.0,181278.0,6123.6,291860.0,619.2,356348.0,636.1600000000001,498913.2,26250.0,47016.0,25604.0,53056.8
